Gene name	Phenotype description
KCNA2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32
KCNA2	EPILEPTIC ENCEPHALOPATHY Gain-of-function
KCNA2	EPILEPTIC ENCEPHALOPATHY Loss-of-function
KCNB1	Non-specific early-onset epileptic encephalopathy
KCNB1	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 26
KCNB1	Epileptic encephalopathy early infantile 26
KCNC1	Progressive myoclonic epilepsy type 7
KCNC1	Epilepsy progressive myoclonic 7
KCNC1	Epilepsy progressive myoclonic 7
KCNC2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 103
KCND3	Brugada syndrome
KCND3	Spinocerebellar ataxia type 19/22
KCND3	BRUGADA SYNDROME 9
KCND3	Spinocerebellar ataxia 19
KCND3	KCND3-related developmental disorder monoallelic
KCNE1	Familial atrial fibrillation
KCNE1	Jervell and Lange-Nielsen syndrome
KCNE1	Romano-Ward syndrome
KCNE1	JERVELL AND LANGE-NIELSEN SYNDROME 2
KCNE1	LONG QT SYNDROME 5
KCNE1	Jervell and Lange-Nielsen syndrome type 2
KCNE1	LONG QT SYNDROME 5
KCNE2	Familial atrial fibrillation
KCNE2	Romano-Ward syndrome
KCNE2	ATRIAL FIBRILLATION FAMILIAL 4
KCNE2	LONG QT SYNDROME 6
KCNH2	Familial short QT syndrome
KCNH2	Romano-Ward syndrome
KCNH2	LONG QT SYNDROME 2
KCNH2	SHORT QT SYNDROME 1
KCNH2	KCNH2-related LQTS
KCNH2	KCNH2-related SQTS
KCNJ10	EAST syndrome
KCNJ10	PENDRED SYNDROME
KCNJ10	DEAFNESS AUTOSOMAL RECESSIVE 4 WITH ENLARGED VESTIBULAR AQUEDUCT
KCNJ10	PENDRED SYNDROME
KCNJ10	SEIZURES SENSORINEURAL DEAFNESS ATAXIA IMPAIRED INTELLECTUAL DEVELOPMENT AND ELECTROLYTE IMBALANCE
KCNJ10	SEIZURES-SENSORINEURAL DEAFNESS-ATAXIA-INTELLECTUAL DEVELOPMENTAL DISORDER-ELECTROLYTE IMBALANCE
KCNJ11	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
KCNJ11	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency
KCNJ11	DEND syndrome
KCNJ11	Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency
KCNJ11	Intermediate DEND syndrome
KCNJ11	Isolated permanent neonatal diabetes mellitus
KCNJ11	MODY
KCNJ11	Transient neonatal diabetes mellitus
KCNJ11	DIABETES MELLITUS PERMANENT NEONATAL 2
KCNJ11	DIABETES MELLITUS TRANSIENT NEONATAL 3
KCNJ11	HYPERINSULINEMIC HYPOGLYCEMIA FAMILIAL 2
KCNJ11	MATURITY-ONSET DIABETES OF THE YOUNG TYPE 13
KCNJ11	TYPE 2 DIABETES MELLITUS
KCNJ11	Diabetes Mellitus KCNJ11-Related Transient Neonatal
KCNJ11	familial hyperinsulinism
KCNJ13	Leber congenital amaurosis
KCNJ13	SNOWFLAKE VITREORETINAL DEGENERATION
KCNJ13	LEBER CONGENITAL AMAUROSIS 16
KCNJ13	VITREORETINAL DEGENERATION SNOWFLAKE TYPE
KCNJ13	LEBER CONGENITAL AMAUROSIS 16
KCNJ13	SNOWFLAKE VITREORETINAL DEGENERATION
KCNJ2	Andersen Tawil syndrome
KCNJ2	Familial atrial fibrillation
KCNJ2	Familial short QT syndrome
KCNJ2	ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS
KCNJ2	ATRIAL FIBRILLATION FAMILIAL 9
KCNJ2	SHORT QT SYNDROME 3
KCNJ2	KCNJ2 relared SQTS
KCNJ2	KCNJ2-related Andersen-related Tawil syndrome
KCNJ5	Andersen Tawil syndrome
KCNJ5	Familial atrial fibrillation
KCNJ5	Familial hyperaldosteronism type III
KCNJ5	NON RARE IN EUROPE: Aldosterone-producing adenoma
KCNJ5	Romano-Ward syndrome
KCNJ5	HYPERALDOSTERONISM FAMILIAL TYPE III
KCNJ5	Long QT syndrome 13
KCNJ5	B-cell acute lymphoblastic leukemia
KCNJ5	Endometrial Endometrioid Adenocarcinoma
KCNJ5	Gallbladder Small Cell Neuroendocrine Carcinoma
KCNJ5	Gastric Adenoma
KCNJ5	Hepatobiliary Neoplasm
KCNJ5	Invasive Breast Carcinoma
KCNJ5	ND
KCNJ5	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KCNJ5	Placental Choriocarcinoma
KCNJ5	Pleural Epithelioid Mesothelioma
KCNJ5	Uterine Carcinosarcoma
KCNJ5	Acute myeloid leukemia
KCNJ5	adrenocortical adenoma
KCNJ5	Astrocytoma
KCNJ5	bile duct carcinoma
KCNJ5	bladder transitional cell carcinoma
KCNJ5	brain glioblastoma
KCNJ5	Breast carcinoma
KCNJ5	breast ductal adenocarcinoma
KCNJ5	cecum adenocarcinoma
KCNJ5	Chronic lymphocytic leukemia
KCNJ5	Clear cell renal carcinoma
KCNJ5	colon adenocarcinoma
KCNJ5	colonic neoplasm
KCNJ5	colorectal adenocarcinoma
KCNJ5	gastric adenocarcinoma
KCNJ5	head and neck squamous cell carcinoma
KCNJ5	Hepatocellular Carcinoma
KCNJ5	kidney neoplasm
KCNJ5	Lung adenocarcinoma
KCNJ5	Lung carcinoma
KCNJ5	lymphoid neoplasm
KCNJ5	Melanoma
KCNJ5	non-small cell lung carcinoma
KCNJ5	oral squamous cell carcinoma
KCNJ5	pancreatic ductal adenocarcinoma
KCNJ5	pancreatic neuroendocrine tumor
KCNJ5	prostate adenocarcinoma
KCNJ5	prostate carcinoma
KCNJ5	rectal adenocarcinoma
KCNJ5	skin carcinoma
KCNJ5	Small cell lung carcinoma
KCNJ5	soft tissue sarcoma
KCNJ5	squamous cell lung carcinoma
KCNJ5	thyroid carcinoma
KCNJ5	thyroid neoplasm
KCNK9	Intellectual disability Birk-Barel type
KCNK9	BIRK-BAREL SYNDROME
KCNK9	BIRK-BAREL SYNDROME
KCNMA1	Generalized epilepsy-paroxysmal dyskinesia syndrome
KCNMA1	Zimmermann-Laband syndrome
KCNMA1	CEREBELLAR ATROPHY DEVELOPMENTAL DELAY AND SEIZURES
KCNMA1	EPILEPSY IDIOPATHIC GENERALIZED SUSCEPTIBILITY TO 16
KCNMA1	LIANG-WANG SYNDROME
KCNMA1	PAROXYSMAL NONKINESIGENIC DYSKINESIA 3 WITH OR WITHOUT GENERALIZED EPILEPSY
KCNMA1	GENERALIZED EPILEPSY AND PAROXYSMAL DYSKINESIA
KCNMA1	KCNMA1-related developmental delay seizures and cerebellar atrophy
KCNN4	Cystic Fibrosis
KCNN4	Dehydrated hereditary stomatocytosis
KCNN4	Dehydrated hereditary stomatocytosis 2
KCNQ1	ATRIAL FIBRILLATION FAMILIAL 3
KCNQ1	BECKWITH-WIEDEMANN SYNDROME
KCNQ1	JERVELL AND LANGE-NIELSEN SYNDROME 1
KCNQ1	LONG QT SYNDROME 1
KCNQ1	SHORT QT SYNDROME 2
KCNQ1	Jervell and Lange-Nielsen syndrome type 1
KCNQ1	KCNQ1-related JLNS
KCNQ1	KCNQ1-related LQTS
KCNQ1	KCNQ1-related SQTS
KCNQ1	Familial atrial fibrillation
KCNQ1	Familial short QT syndrome
KCNQ1	Jervell and Lange-Nielsen syndrome
KCNQ1	Romano-Ward syndrome
KCNQ1	ATRIAL FIBRILLATION FAMILIAL 3
KCNQ1	BECKWITH-WIEDEMANN SYNDROME
KCNQ1	JERVELL AND LANGE-NIELSEN SYNDROME 1
KCNQ1	LONG QT SYNDROME 1
KCNQ1	SHORT QT SYNDROME 2
KCNQ1	Jervell and Lange-Nielsen syndrome type 1
KCNQ1	KCNQ1-related JLNS
KCNQ1	KCNQ1-related LQTS
KCNQ1	KCNQ1-related SQTS
KCNQ2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7
KCNQ2	SEIZURES BENIGN FAMILIAL NEONATAL 1
KCNQ2	BENIGN NEONATAL EPILEPSY TYPE 1
KCNQ2	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7
KCNQ2	Autosomal dominant non-syndromic intellectual disability
KCNQ2	Benign familial infantile epilepsy
KCNQ2	Benign familial neonatal epilepsy
KCNQ2	Benign familial neonatal-infantile seizures
KCNQ2	KCNQ2-related epileptic encephalopathy
KCNQ2	Malignant migrating focal seizures of infancy
KCNQ2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7
KCNQ2	SEIZURES BENIGN FAMILIAL NEONATAL 1
KCNQ2	BENIGN NEONATAL EPILEPSY TYPE 1
KCNQ2	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7
KCNT1	Autosomal dominant nocturnal frontal lobe epilepsy
KCNT1	Malignant migrating focal seizures of infancy
KCNT1	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14
KCNT1	EPILEPSY NOCTURNAL FRONTAL LOBE 5
KCNT1	Malignant migrating partial seizures of infancy
KCNT1	Severe autosomal dominant nocturnal frontal lobe epilepsy
KCNT2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 57
KCNT2	Developmental and infantile epileptic encephalopathy
KCNT2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 57
KCNT2	Developmental and infantile epileptic encephalopathy
KCNV2	Cone dystrophy with supernormal rod response
KCNV2	RETINAL CONE DYSTROPHY 3B
KCNV2	Cone dystrophy with supernormal rod responses
KCNV2	RETINAL CONE DYSTROPHY 3B
KCTD1	Scalp-ear-nipple syndrome
KCTD1	Scalp-ear-nipple syndrome
KCTD1	Scalp-ear-nipple syndrome
KCTD17	MYOCLONUS-DYSTONIA SYNDROME
KCTD17	DYSTONIA 26 MYOCLONIC
KCTD7	Progressive myoclonic epilepsy type 3
KCTD7	EPILEPSY PROGRESSIVE MYOCLONIC 3 WITH OR WITHOUT INTRACELLULAR INCLUSIONS
KCTD7	Neuronal Ceroid Lipofuscinosis
KCTD7	Progressive myoclonic epilepsy type 3
KDF1	Autosomal dominant hypohidrotic ectodermal dysplasia
KDF1	ECTODERMAL DYSPLASIA 12 HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE
KDSR	Erythrokeratodermia variabilis
KDSR	Progressive symmetric erythrokeratodermia
KDSR	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 4
KDSR	Endometrial Endometrioid Adenocarcinoma
KDSR	Hepatobiliary Neoplasm
KDSR	ND
KDSR	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KDSR	Acute myeloid leukemia
KDSR	angiosarcoma
KDSR	bile duct carcinoma
KDSR	bladder transitional cell carcinoma
KDSR	brain glioblastoma
KDSR	Breast carcinoma
KDSR	breast ductal adenocarcinoma
KDSR	cervical squamous cell carcinoma
KDSR	Chronic lymphocytic leukemia
KDSR	Clear cell renal carcinoma
KDSR	colon adenocarcinoma
KDSR	colorectal adenocarcinoma
KDSR	gastric adenocarcinoma
KDSR	head and neck squamous cell carcinoma
KDSR	Hepatocellular Carcinoma
KDSR	kidney neoplasm
KDSR	Lung adenocarcinoma
KDSR	Lung carcinoma
KDSR	lymphoid neoplasm
KDSR	pancreatic carcinoma
KDSR	pancreatic ductal adenocarcinoma
KDSR	pancreatic neuroendocrine tumor
KDSR	prostate adenocarcinoma
KDSR	prostate carcinoma
KDSR	Rhabdomyosarcoma
KDSR	skin carcinoma
KDSR	Small cell lung carcinoma
KDSR	soft tissue sarcoma
KDSR	squamous cell lung carcinoma
KDSR	thyroid carcinoma
KDSR	thyroid neoplasm
KIAA0586	Joubert Syndrome
KIAA0586	Joubert syndrome with Jeune asphyxiating thoracic dystrophy
KIAA0586	Joubert syndrome 23
KIAA0586	SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY
KIAA0586	Joubert Syndrome
KIAA0586	Joubert syndrome 23
KIAA1549	Pilomyxoid astrocytoma
KIAA1549	Retinitis pigmentosa
KIAA1549	RETINITIS PIGMENTOSA 86
KIAA1549	Retinitis pigmentosa
KIAA1549	B-cell acute lymphoblastic leukemia
KIAA1549	Brain Stem Glioblastoma
KIAA1549	Breast Carcinoma by Gene Expression Profile
KIAA1549	Burkitts lymphoma
KIAA1549	Choroid plexus papilloma
KIAA1549	Endometrial Endometrioid Adenocarcinoma
KIAA1549	Gallbladder Small Cell Neuroendocrine Carcinoma
KIAA1549	Hepatobiliary Neoplasm
KIAA1549	MANTLE CELL LYMPHOMA
KIAA1549	ND
KIAA1549	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KIAA1549	Papillary Craniopharyngioma
KIAA1549	Placental Choriocarcinoma
KIAA1549	Retinal Neoplasm
KIAA1549	Small Intestinal Diffuse Large B-Cell Lymphoma
KIAA1549	Spinal Cord Astrocytoma
KIAA1549	T-cell acute lymphoblastic leukemia
KIAA1549	Uterine Carcinosarcoma
KIAA1549	Acute lymphoblastic leukemia
KIAA1549	Acute myeloid leukemia
KIAA1549	adenosquamous lung carcinoma
KIAA1549	Anaplastic astrocytoma
KIAA1549	Anaplastic oligoastrocytoma
KIAA1549	Astrocytoma
KIAA1549	bile duct carcinoma
KIAA1549	bladder transitional cell carcinoma
KIAA1549	brain glioblastoma
KIAA1549	Breast carcinoma
KIAA1549	breast ductal adenocarcinoma
KIAA1549	cecum adenocarcinoma
KIAA1549	cervical squamous cell carcinoma
KIAA1549	Chronic lymphocytic leukemia
KIAA1549	Chronic myelomonocytic leukemia
KIAA1549	Clear cell renal carcinoma
KIAA1549	colon adenocarcinoma
KIAA1549	colorectal adenocarcinoma
KIAA1549	diffuse gastric adenocarcinoma
KIAA1549	diffuse large B-cell lymphoma
KIAA1549	Ependymoma
KIAA1549	gastric adenocarcinoma
KIAA1549	head and neck squamous cell carcinoma
KIAA1549	Hepatocellular Carcinoma
KIAA1549	kidney neoplasm
KIAA1549	large cell lung carcinoma
KIAA1549	large cell medulloblastoma
KIAA1549	lobular breast carcinoma
KIAA1549	Lung adenocarcinoma
KIAA1549	Lung carcinoma
KIAA1549	lymphoid neoplasm
KIAA1549	Melanoma
KIAA1549	Multiple myeloma
KIAA1549	Neoplasm
KIAA1549	non-small cell lung carcinoma
KIAA1549	Oligoastrocytoma
KIAA1549	oral squamous cell carcinoma
KIAA1549	pancreatic carcinoma
KIAA1549	pancreatic ductal adenocarcinoma
KIAA1549	pancreatic neuroendocrine tumor
KIAA1549	prostate adenocarcinoma
KIAA1549	prostate carcinoma
KIAA1549	rectal adenocarcinoma
KIAA1549	skin carcinoma
KIAA1549	Small cell lung carcinoma
KIAA1549	soft tissue sarcoma
KIAA1549	squamous cell lung carcinoma
KIAA1549	thyroid carcinoma
KIAA1549	thyroid neoplasm
KIF1A	Autosomal dominant non-syndromic intellectual disability
KIF1A	Autosomal spastic paraplegia type 30
KIF1A	Hereditary sensory and autonomic neuropathy type 2
KIF1A	PEHO syndrome
KIF1A	NESCAV SYNDROME
KIF1A	NEUROPATHY HEREDITARY SENSORY AND AUTONOMIC TYPE IIA
KIF1A	Neuropathy hereditary sensory type IIC
KIF1A	SPASTIC PARAPLEGIA 30 AUTOSOMAL DOMINANT
KIF1A	NESCAV SYNDROME
KIF1A	Neuropathy hereditary sensory type IIC
KIF1B	Autosomal dominant Charcot-Marie-Tooth disease type 2A1
KIF1B	Hereditary pheochromocytoma-paraganglioma
KIF1B	CHARCOT-MARIE-TOOTH DISEASE AXONAL TYPE 2A1
KIF1B	NEUROBLASTOMA SUSCEPTIBILITY TO 1
KIF1C	Autosomal spastic paraplegia type 58
KIF1C	SPASTIC ATAXIA 2 AUTOSOMAL RECESSIVE
KIF21A	Congenital fibrosis of extraocular muscles
KIF21A	FETAL AKINESIA DEFORMATION SEQUENCE
KIF21A	FIBROSIS OF EXTRAOCULAR MUSCLES CONGENITAL 1
KIF21A	FIBROSIS OF EXTRAOCULAR MUSCLES CONGENITAL 1
KIF21A	Fibrosis of extraocular muscles congenital 3b
KIF3B	RETINITIS PIGMENTOSA 89
KIF3B	KIF3B-related ciliopathy
KIF5A	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation
KIF5A	Autosomal dominant spastic paraplegia type 10
KIF5A	AMYOTROPHIC LATERAL SCLEROSIS SUSCEPTIBILITY TO 25
KIF5A	MYOCLONUS INTRACTABLE NEONATAL
KIF5A	SPASTIC PARAPLEGIA 10 AUTOSOMAL DOMINANT
KIF5A	KIF5A-associated severe neonatal myoclonus
KIRREL1	NEPHROTIC SYNDROME TYPE 23
KISS1	Normosmic congenital hypogonadotropic hypogonadism
KISS1	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA
KISS1R	Genetic central precocious puberty in female
KISS1R	Genetic central precocious puberty in male
KISS1R	Normosmic congenital hypogonadotropic hypogonadism
KISS1R	Hypogonadotropic hypogonadism 8 with or without anosmia
KISS1R	PRECOCIOUS PUBERTY CENTRAL 1
KIT	Acute mast cell leukemia
KIT	Acute myeloblastic leukemia with maturation
KIT	Acute myeloid leukemia with abnormal bone marrow eosinophils inv16p13q22 or t16
KIT	Acute myeloid leukemia with t8
KIT	Bullous diffuse cutaneous mastocytosis
KIT	Chronic mast cell leukemia
KIT	Cutaneous mastocytoma
KIT	Gastrointestinal stromal tumor
KIT	Isolated bone marrow mastocytosis
KIT	Nodular urticaria pigmentosa
KIT	PIEBALDISM
KIT	Plaque-form urticaria pigmentosa
KIT	Pseudoxanthomatous diffuse cutaneous mastocytosis
KIT	Smoldering systemic mastocytosis
KIT	Systemic mastocytosis with associated hematologic neoplasm
KIT	Telangiectasia macularis eruptiva perstans
KIT	Testicular seminomatous germ cell tumor
KIT	Typical urticaria pigmentosa
KIT	Gastrointestinal stromal tumor
KIT	LEUKEMIA ACUTE MYELOID
KIT	MASTOCYTOSIS CUTANEOUS
KIT	Piebald trait
KIT	TESTICULAR GERM CELL TUMOR
KIT	FAMILIAL GIST
KIT	FAMILIAL GIST GASTRO-INTESTINAL STROMAL TUMOURS
KIT	human piebaldism
KIT	PIEBALDISM
KIT	Adenosquamous Carcinoma
KIT	B-cell acute lymphoblastic leukemia
KIT	Bladder Small Cell Neuroendocrine Carcinoma
KIT	Blast Phase Chronic Myelogenous Leukemia BCR-ABL1 Positive
KIT	Brain Stem Glioblastoma
KIT	Breast Carcinoma by Gene Expression Profile
KIT	Chronic Eosinophilic Leukemia Not Otherwise Specified
KIT	Digestive System Carcinoma
KIT	Endometrial Endometrioid Adenocarcinoma
KIT	Hepatobiliary Neoplasm
KIT	Histiocytic and Dendritic Cell Neoplasm
KIT	Invasive Breast Carcinoma
KIT	Mast Cell Neoplasm
KIT	Merkel cell skin cancer
KIT	ND
KIT	Olfactory Neuroblastoma
KIT	Ovarian Carcinosarcoma
KIT	Ovarian Dysgerminoma
KIT	Ovarian Embryonal Carcinoma
KIT	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KIT	Ovarian Yolk Sac Tumor
KIT	Pancreatic Acinar Cell Carcinoma
KIT	Placental Choriocarcinoma
KIT	Sinonasal Undifferentiated Carcinoma
KIT	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease
KIT	T-cell acute lymphoblastic leukemia
KIT	Testicular Yolk Sac Tumor
KIT	Thymic Carcinoma
KIT	Thymic Squamous Cell Carcinoma
KIT	Thymic Undifferentiated Carcinoma
KIT	Uterine Carcinosarcoma
KIT	Uveal melanoma
KIT	Acute lymphoblastic leukemia
KIT	Acute myeloid leukemia
KIT	adenosquamous lung carcinoma
KIT	Anaplastic astrocytoma
KIT	bile duct carcinoma
KIT	bladder transitional cell carcinoma
KIT	brain glioblastoma
KIT	Breast carcinoma
KIT	breast ductal adenocarcinoma
KIT	cecum adenocarcinoma
KIT	cervical adenocarcinoma
KIT	cervical squamous cell carcinoma
KIT	Chronic lymphocytic leukemia
KIT	Chronic myelogenous leukemia
KIT	Chronic myelomonocytic leukemia
KIT	Clear cell renal carcinoma
KIT	colon adenocarcinoma
KIT	colorectal adenocarcinoma
KIT	Dedifferentiated liposarcoma
KIT	diffuse gastric adenocarcinoma
KIT	diffuse large B-cell lymphoma
KIT	Endometrial carcinoma
KIT	Endometrial stromal sarcoma
KIT	endometrium adenocarcinoma
KIT	gastric adenocarcinoma
KIT	head and neck squamous cell carcinoma
KIT	Hepatocellular Carcinoma
KIT	kidney neoplasm
KIT	leiomyosarcoma
KIT	lobular breast carcinoma
KIT	Lung adenocarcinoma
KIT	Lung carcinoma
KIT	lymphoid neoplasm
KIT	mast-cell leukemia
KIT	Melanoma
KIT	Multiple myeloma
KIT	myeloid neoplasm
KIT	Myeloproliferative disorder
KIT	non-small cell lung carcinoma
KIT	Oligoastrocytoma
KIT	oral squamous cell carcinoma
KIT	ossifying fibroma
KIT	ovarian clear cell adenocarcinoma
KIT	ovarian mucinous adenocarcinoma
KIT	ovarian teratoma
KIT	pancreatic carcinoma
KIT	pancreatic ductal adenocarcinoma
KIT	pancreatic neuroendocrine tumor
KIT	pharyngeal squamous cell carcinoma
KIT	POLYCYTHEMIA VERA
KIT	prostate adenocarcinoma
KIT	prostate carcinoma
KIT	rectal adenocarcinoma
KIT	schwannoma
KIT	sebaceous adenocarcinoma
KIT	skin carcinoma
KIT	Small cell lung carcinoma
KIT	soft tissue sarcoma
KIT	squamous cell lung carcinoma
KIT	testicular mixed germ cell tumor
KIT	testicular seminoma
KIT	thyroid carcinoma
KIT	Ulcerative colitis
KIT	undifferentiated pleomorphic sarcoma
KIT	urothelial carcinoma
KIT	Well-differentiated liposarcoma
KITLG	Familial progressive hyper- and hypopigmentation
KITLG	Familial progressive hyperpigmentation
KITLG	Non-seminomatous germ cell tumor of testis
KITLG	Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
KITLG	Waardenburg syndrome type 2
KITLG	DEAFNESS AUTOSOMAL DOMINANT 69
KITLG	HYPERPIGMENTATION WITH OR WITHOUT HYPOPIGMENTATION FAMILIAL PROGRESSIVE
KITLG	SKIN/HAIR/EYE PIGMENTATION VARIATION IN 7
KITLG	Waardenburg syndrome type 2F
KITLG	Waardenburg syndrome type 2
KIZ	Retinitis pigmentosa
KIZ	RETINITIS PIGMENTOSA 69
KIZ	RETINITIS PIGMENTOSA 69
KLC2	Spastic paraplegia-optic atrophy-neuropathy syndrome
KLC2	SPASTIC PARAPLEGIA OPTIC ATROPHY AND NEUROPATHY
KLF1	Congenital dyserythropoietic anemia type IV
KLF1	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome
KLF1	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome
KLF1	ANEMIA CONGENITAL DYSERYTHROPOIETIC TYPE IV
KLF1	BLOOD GROUP--LUTHERAN INHIBITOR
KLF1	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 6
KLF1	ANEMIA DYSERYTHROPOIETIC CONGENITAL TYPE IV
KLHL10	Male infertility with azoospermia or oligozoospermia due to single gene mutation
KLHL10	SPERMATOGENIC FAILURE 11
KLHL40	Severe congenital nemaline myopathy
KLHL40	Nemaline myopathy 8
KLHL40	Nemaline myopathy 8 autosomal recessive
KLHL41	Childhood-onset nemaline myopathy
KLHL41	Intermediate nemaline myopathy
KLHL41	Severe congenital nemaline myopathy
KLHL41	Typical nemaline myopathy
KLHL41	NEMALINE MYOPATHY 9
KLHL7	Cold-induced sweating syndrome
KLHL7	KLHL7-related Bohring-Opitz-like and Crisponi/Cold-induced sweating-like overlap syndrome
KLHL7	KLHL7-related Bohring-Opitz-like syndrome
KLHL7	KLHL7-related Crisponi/cold-induced sweating-like syndrome
KLHL7	Retinitis pigmentosa
KLHL7	PERCHING syndrome
KLHL7	RETINITIS PIGMENTOSA 42
KLHL7	Cold-induced sweating syndrome type 1 (CISS1-like Phenotype Associated with Early-Onset Retinitis Pigmentosa
KLHL7	Crisponi/CISS1-like phenotype associated with early-onset retinitis pigmentosa
KLHL7	RETINITIS PIGMENTOSA 42
KLK4	Hypomaturation amelogenesis imperfecta
KLK4	AMELOGENESIS IMPERFECTA HYPOMATURATION TYPE IIA1
KMT2C	Kleefstra syndrome due to a point mutation
KMT2C	KLEEFSTRA SYNDROME 2
KMT2C	Intellectual disability
KMT2C	B-cell acute lymphoblastic leukemia
KMT2C	Bladder Small Cell Neuroendocrine Carcinoma
KMT2C	Blast Phase Chronic Myelogenous Leukemia BCR-ABL1 Positive
KMT2C	Borderline Ovarian Mucinous Tumor
KMT2C	Brain Stem Glioblastoma
KMT2C	Breast Carcinoma by Gene Expression Profile
KMT2C	Burkitts lymphoma
KMT2C	Chordoid Meningioma
KMT2C	Endometrial Endometrioid Adenocarcinoma
KMT2C	Gallbladder Small Cell Neuroendocrine Carcinoma
KMT2C	Gastric Adenoma
KMT2C	Hepatobiliary Neoplasm
KMT2C	Hodgkins lymphoma
KMT2C	Invasive Breast Carcinoma
KMT2C	Malignant Germ Cell Tumor
KMT2C	MANTLE CELL LYMPHOMA
KMT2C	Merkel cell skin cancer
KMT2C	ND
KMT2C	Ovarian Carcinosarcoma
KMT2C	Ovarian Endometrioid Adenocarcinoma
KMT2C	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KMT2C	Ovarian Yolk Sac Tumor
KMT2C	Pancreatic Acinar Cell Carcinoma
KMT2C	Placental Choriocarcinoma
KMT2C	Pleural Biphasic Mesothelioma
KMT2C	Sarcomatoid Mesothelioma
KMT2C	Secretory Meningioma
KMT2C	Spinal Cord Astrocytoma
KMT2C	T-cell acute lymphoblastic leukemia
KMT2C	Testicular Teratoma
KMT2C	Testicular Yolk Sac Tumor
KMT2C	Thymic Squamous Cell Carcinoma
KMT2C	Thymic Undifferentiated Carcinoma
KMT2C	Thyroid Gland Oncocytic Follicular Carcinoma
KMT2C	Undifferentiated Pancreatic Carcinoma
KMT2C	Uterine Carcinosarcoma
KMT2C	Uveal melanoma
KMT2C	Acute lymphoblastic leukemia
KMT2C	Acute myeloid leukemia
KMT2C	adenosquamous lung carcinoma
KMT2C	Anaplastic astrocytoma
KMT2C	anaplastic large cell lymphoma
KMT2C	angiosarcoma
KMT2C	Astrocytoma
KMT2C	Basal cell carcinoma
KMT2C	bile duct carcinoma
KMT2C	bladder transitional cell carcinoma
KMT2C	brain glioblastoma
KMT2C	Breast carcinoma
KMT2C	breast ductal adenocarcinoma
KMT2C	cecum adenocarcinoma
KMT2C	cervical adenocarcinoma
KMT2C	cervical squamous cell carcinoma
KMT2C	Chronic lymphocytic leukemia
KMT2C	Chronic myelogenous leukemia
KMT2C	Chronic myelomonocytic leukemia
KMT2C	Clear cell renal carcinoma
KMT2C	colon adenocarcinoma
KMT2C	colon carcinoma
KMT2C	colonic neoplasm
KMT2C	colorectal adenocarcinoma
KMT2C	Desmoplastic small round cell tumor
KMT2C	diffuse gastric adenocarcinoma
KMT2C	diffuse large B-cell lymphoma
KMT2C	Endometrial stromal sarcoma
KMT2C	endometrium adenocarcinoma
KMT2C	Ependymoma
KMT2C	ganglioneuroblastoma
KMT2C	gastric adenocarcinoma
KMT2C	hairy cell leukemia
KMT2C	head and neck squamous cell carcinoma
KMT2C	Hepatocellular Carcinoma
KMT2C	kidney neoplasm
KMT2C	large cell lung carcinoma
KMT2C	leiomyosarcoma
KMT2C	lobular breast carcinoma
KMT2C	Lung adenocarcinoma
KMT2C	Lung carcinoma
KMT2C	lymphoid neoplasm
KMT2C	Medulloblastoma
KMT2C	Melanoma
KMT2C	Multiple myeloma
KMT2C	Neoplasm
KMT2C	neoplasm of mature B-cells
KMT2C	non-small cell lung carcinoma
KMT2C	oral squamous cell carcinoma
KMT2C	OSTEOSARCOMA
KMT2C	ovarian carcinoma
KMT2C	ovarian clear cell adenocarcinoma
KMT2C	ovarian mucinous adenocarcinoma
